民族,民族,甲
名字,名字,甲
明年,明年,甲
明天,明天,甲
母親,母亲,甲
目前,目前,甲
拿,拿,甲
哪,哪,甲
哪裡,哪里,甲
內,内,甲
內容,内容,甲
那,那,甲
那個,那个,甲
那裡,那里,甲
那麼,那么,甲
那些,那些,甲
那樣,那样,甲
男,男,甲
南,南,甲
南邊,南边,甲
難,难,甲
吶,呐,甲
呢,呢,甲
能,能,甲
能夠,能够,甲
嗯,嗯,甲
你,你,甲
你們,你们,甲
年,年,甲
年級,年级,甲
年紀,年纪,甲
年輕,年轻,甲
念,念,甲
您,您,甲
牛,牛,甲
牛奶,牛奶,甲
農村,农村,甲
農民,农民,甲
農業,农业,甲
努力,努力,甲
女,女,甲
女兒,女儿,甲
暖和,暖和,甲
爬,爬,甲
怕,怕,甲
拍,拍,甲
排球,排球,甲
派,派,甲
旁邊,旁边,甲
跑,跑,甲
跑步,跑步,甲
朋友,朋友,甲
碰,碰,甲
批評,批评,甲
啤酒,啤酒,甲
便宜,便宜,甲
片,片,甲
篇,篇,甲
漂亮,漂亮,甲
票,票,甲
蘋果,苹果,甲
瓶,瓶,甲
破,破,甲
七,七,甲
騎,骑,甲
起,起,甲
起床,起床,甲
起來,起来,甲
汽車,汽车,甲
汽水,汽水,甲
千,千,甲
鉛筆,铅笔,甲
前,前,甲
前邊,前边,甲
錢,钱,甲
淺,浅,甲
牆,墙,甲
橋,桥,甲
青年,青年,甲
輕,轻,甲
清楚,清楚,甲
情況,情况,甲
晴,晴,甲
請,请,甲
請假,请假,甲
請問,请问,甲
秋,秋,甲
秋天,秋天,甲
球,球,甲
取得,取得,甲
去,去,甲
去年,去年,甲
全,全,甲
全部,全部,甲
全體,全体,甲
確實,确实,甲
然後,然后,甲
讓,让,甲
熱,热,甲
熱情,热情,甲
人,人,甲
人們,人们,甲
人民,人民,甲
認識,认识,甲
認為,认为,甲
認真,认真,甲
任何,任何,甲
日,日,甲
日語,日语,甲
日子,日子,甲
容易,容易,甲
肉,肉,甲
三,三,甲
散步,散步,甲
山,山,甲
商店,商店,甲
上,上,甲
上邊,上边,甲
上課,上课,甲
上來,上来,甲
上去,上去,甲
上午,上午,甲
上學,上学,甲
少,少,甲
社會,社会,甲
身體,身体,甲
深,深,甲
生產,生产,甲
生詞,生词,甲
生活,生活,甲
生日,生日,甲
聲,声,甲
聲調,声调,甲
聲音,声音,甲
勝利,胜利,甲
省,省,甲
剩,剩,甲
師傅,师傅,甲
十,十,甲
十分,十分,甲
什麼,什么,甲
時候,时候,甲
時間,时间,甲
實踐,实践,甲
實現,实现,甲
食堂,食堂,甲
使用,使用,甲
世界,世界,甲
市,市,甲
事,事,甲
事情,事情,甲
試,试,甲
是,是,甲
收,收,甲
收拾,收拾,甲
手,手,甲
手錶,手表,甲
首都,首都,甲
書,书,甲
舒服,舒服,甲
輸,输,甲
熟,熟,甲
樹,树,甲
數,数,甲
數學,数学,甲
雙,双,甲
誰,谁,甲
水,水,甲
水果,水果,甲
水平,水平,甲
睡,睡,甲
睡覺,睡觉,甲
說,说,甲
說明,说明,甲
思想,思想,甲
死,死,甲
四,四,甲
送,送,甲
宿舍,宿舍,甲
酸,酸,甲
算,算,甲
雖然,虽然,甲
歲,岁,甲
所以,所以,甲
所有,所有,甲
他,他,甲
他們,他们,甲
它,它,甲
它們,它们,甲
她,她,甲
她們,她们,甲
抬,抬,甲
太,太,甲
太陽,太阳,甲
態度,态度,甲
談,谈,甲
湯,汤,甲
糖,糖,甲
躺,躺,甲
討論,讨论,甲
特別,特别,甲
疼,疼,甲
踢,踢,甲
提,提,甲
提高,提高,甲
體育,体育,甲
天,天,甲
天氣,天气,甲
條,条,甲
條件,条件,甲
跳,跳,甲
跳舞,跳舞,甲
聽,听,甲
聽見,听见,甲
聽說,听说,甲
聽寫,听写,甲
停,停,甲
挺,挺,甲
通,通,甲
通過,通过,甲
通知,通知,甲
同時,同时,甲
同學,同学,甲
同意,同意,甲
同志,同志,甲
痛快,痛快,甲
頭,头,甲
突然,突然,甲
圖書館,图书馆,甲
團結,团结,甲
推,推,甲
腿,腿,甲
退,退,甲
脫,脱,甲
襪子,袜子,甲
外,外,甲
外邊,外边,甲
外國,外国,甲
外語,外语,甲
完,完,甲
完成,完成,甲
完全,完全,甲
玩兒,玩儿,甲
晚,晚,甲
晚飯,晚饭,甲
晚會,晚会,甲
晚上,晚上,甲
碗,碗,甲
萬,万,甲
往,往,甲
忘,忘,甲
危險,危险,甲
為,为,甲
為了,为了,甲
為什麼,为什么,甲
偉大,伟大,甲
位,位,甲
喂,喂,甲
文化,文化,甲
文學,文学,甲
文學家,文学家,甲
文藝,文艺,甲
文章,文章,甲
問,问,甲
問好,问好,甲
問題,问题,甲
我,我,甲
我們,我们,甲
握手,握手,甲
屋子,屋子,甲
五,五,甲
午飯,午饭,甲
物理,物理,甲
西,西,甲
西邊,西边,甲
希望,希望,甲
習慣,习惯,甲
洗,洗,甲
洗澡,洗澡,甲
喜歡,喜欢,甲
系,系,甲
細,细,甲
下,下,甲
下邊,下边,甲
下課,下课,甲
下來,下来,甲
下去,下去,甲
下午,下午,甲
夏,夏,甲
夏天,夏天,甲
先,先,甲
先生,先生,甲
現代,现代,甲
現在,现在,甲
相信,相信,甲
香,香,甲
香蕉,香蕉,甲
響,响,甲
想,想,甲
向,向,甲
像,像,甲
消息,消息,甲
小,小,甲
小孩兒,小孩儿,甲
小姐,小姐,甲
小時,小时,甲
笑,笑,甲
些,些,甲
鞋,鞋,甲
寫,写,甲
謝謝,谢谢,甲
心,心,甲
辛苦,辛苦,甲
新,新,甲
新年,新年,甲
新聞,新闻,甲
信,信,甲
信封,信封,甲
星期,星期,甲
星期日,星期日,甲
行,行,甲
姓,姓,甲
幸福,幸福,甲
休息,休息,甲
需要,需要,甲
許多,许多,甲
學,学,甲
學生,学生,甲
學習,学习,甲
學校,学校,甲
學院,学院,甲
雪,雪,甲
呀,呀,甲
研究,研究,甲
顏色,颜色,甲
眼睛,眼睛,甲
演出,演出,甲
宴會,宴会,甲
羊,羊,甲
樣子,样子,甲
藥,药,甲
要,要,甲
要求,要求,甲
要是,要是,甲
也,也,甲
也許,也许,甲
頁,页,甲
夜,夜,甲
一,一,甲
一...就...,一...就...,甲
一般,一般,甲
一邊...一邊...,一边...一边...,甲
一點兒,一点儿,甲
一定,一定,甲
一共,一共,甲
一會兒,一会儿,甲
一塊兒,一块儿,甲
一起,一起,甲
一切,一切,甲
一下兒,一下儿,甲
一些,一些,甲
一樣,一样,甲
一直,一直,甲
衣服,衣服,甲
醫生,医生,甲
醫院,医院,甲
已經,已经,甲
以後,以后,甲
以前,以前,甲
以為,以为,甲
椅子,椅子,甲
億,亿,甲
藝術,艺术,甲
意見,意见,甲
意思,意思,甲
意義,意义,甲
因為,因为,甲
陰,阴,甲
音樂,音乐,甲
銀行,银行,甲
應該,应该,甲
英語,英语,甲
贏,赢,甲
影響,影响,甲
永遠,永远,甲
用,用,甲
尤其,尤其,甲
郵局,邮局,甲
郵票,邮票,甲
游泳,游泳,甲
友好,友好,甲
友誼,友谊,甲
有,有,甲
有的,有的,甲
有名,有名,甲
有時候,有时候,甲
有些,有些,甲
有意思,有意思,甲
又,又,甲
右,右,甲
魚,鱼,甲
愉快,愉快,甲
雨,雨,甲
語法,语法,甲
語言,语言,甲
預習,预习,甲
遇到,遇到,甲
元,元,甲
原來,原来,甲
原諒,原谅,甲
圓,圆,甲
遠,远,甲
願意,愿意,甲
月,月,甲
月亮,月亮,甲
月球,月球,甲
雲,云,甲
運動,运动,甲
再,再,甲
再見,再见,甲
在,在,甲
咱,咱,甲
咱們,咱们,甲
臟,脏,甲
早,早,甲
早晨,早晨,甲
早飯,早饭,甲
怎麼,怎么,甲
怎麼樣,怎么样,甲
怎樣,怎样,甲
增加,增加,甲
展覽,展览,甲
占,占,甲
站,站,甲
張,张,甲
掌握,掌握,甲
找,找,甲
照顧,照顾,甲
照相,照相,甲
這,这,甲
這個,这个,甲
這裡,这里,甲
這麼,这么,甲
這些,这些,甲
這樣,这样,甲
真,真,甲
真正,真正,甲
整齊,整齐,甲
正,正,甲
正確,正确,甲
正在,正在,甲
政府,政府,甲
政治,政治,甲
支,支,甲
知道,知道,甲
知識,知识,甲
...之間,...之间,甲
只,只,甲
只好,只好,甲
紙,纸,甲
指,指,甲
中,中,甲
中間,中间,甲
中文,中文,甲
中午,中午,甲
中學,中学,甲
鐘,钟,甲
鐘頭,钟头,甲
種,种,甲
重,重,甲
重要,重要,甲
周,周,甲
周圍,周围,甲
豬,猪,甲
主要,主要,甲
主意,主意,甲
住,住,甲
注意,注意,甲
祝,祝,甲
裝,装,甲
準備,准备,甲
桌子,桌子,甲
著,着,甲
著急,着急,甲
字,字,甲
自己,自己,甲
自行車,自行车,甲
總是,总是,甲
走,走,甲
足球,足球,甲
組織,组织,甲
祖國,祖国,甲
嘴,嘴,甲
最,最,甲
最初,最初,甲
最後,最后,甲
最近,最近,甲
昨天,昨天,甲
左,左,甲
作,作,甲
作業,作业,甲
坐,坐,甲
座,座,甲
做,做,甲
阿,阿,乙
阿拉伯語,阿拉伯语,乙
阿姨,阿姨,乙
哎,哎,乙
哎呀,哎呀,乙
挨,挨,乙
愛好,爱好,乙
愛護,爱护,乙
愛情,爱情,乙
安全,安全,乙
安慰,安慰,乙
安心,安心,乙
岸,岸,乙
按,按,乙
按時,按时,乙
按照,按照,乙
暗,暗,乙
拔,拔,乙
白,白,乙
白菜,白菜,乙
白天,白天,乙
敗,败,乙
班長,班长,乙
板,板,乙
辦公,办公,乙
辦事,办事,乙
半導體,半导体,乙
半拉,半拉,乙
半夜,半夜,乙
幫,帮,乙
幫忙,帮忙,乙
榜樣,榜样,乙
傍晚,傍晚,乙
包,包,乙
包,包,乙
包括,包括,乙
包子,包子,乙
寶貴,宝贵,乙
保,保,乙
保持,保持,乙
保存,保存,乙
保護,保护,乙
保留,保留,乙
保衛,保卫,乙
保證,保证,乙
報到,报到,乙
報道,报道,乙
報告,报告,乙
報名,报名,乙
報紙,报纸,乙
抱歉,抱歉,乙
悲痛,悲痛,乙
碑,碑,乙
北部,北部,乙
北方,北方,乙
北面,北面,乙
背,背,乙
背,背,乙
背後,背后,乙
被子,被子,乙
本,本,乙
本,本,乙
本來,本来,乙
本領,本领,乙
本事,本事,乙
本質,本质,乙
笨,笨,乙
逼,逼,乙
鼻子,鼻子,乙
比例,比例,乙
比如,比如,乙
筆記,笔记,乙
必然,必然,乙
必要,必要,乙
畢業,毕业,乙
閉,闭,乙
避,避,乙
避免,避免,乙
邊...邊...,边...边...,乙
編,编,乙
扁,扁,乙
便,便,乙
便條,便条,乙
遍,遍,乙
標點,标点,乙
標準,标准,乙
表達,表达,乙
表面,表面,乙
表明,表明,乙
賓館,宾馆,乙
冰,冰,乙
兵,兵,乙
餅乾,饼干,乙
並,并,乙
並,并,乙
並且,并且,乙
病房,病房,乙
病菌,病菌,乙
病人,病人,乙
玻璃,玻璃,乙
脖子,脖子,乙
伯伯,伯伯,乙
伯父,伯父,乙
伯母,伯母,乙
薄,薄,乙
補,补,乙
補充,补充,乙
補課,补课,乙
補習,补习,乙
捕,捕,乙
不必,不必,乙
不大,不大,乙
不得不,不得不,乙
不得了,不得了,乙
不斷,不断,乙
不敢當,不敢当,乙
不管,不管,乙
不過,不过,乙
不好意思,不好意思,乙
不僅,不仅,乙
不論,不论,乙
不平,不平,乙
不然,不然,乙
不少,不少,乙
不是嗎,不是吗,乙
不行,不行,乙
不幸,不幸,乙
不許,不许,乙
不要緊,不要紧,乙
不一定,不一定,乙
不住,不住,乙
佈置,布置,乙
步,步,乙
部,部,乙
部長,部长,乙
部隊,部队,乙
部門,部门,乙
猜,猜,乙
材料,材料,乙
采,采,乙
採購,采购,乙
採取,采取,乙
採用,采用,乙
彩色,彩色,乙
踩,踩,乙
餐廳,餐厅,乙
藏,藏,乙
草地,草地,乙
草原,草原,乙
冊,册,乙
廁所,厕所,乙
測驗,测验,乙
叉子,叉子,乙
插,插,乙
差,差,乙
差不多,差不多,乙
差點兒,差点儿,乙
拆,拆,乙
產量,产量,乙
產品,产品,乙
產生,产生,乙
長期,长期,乙
長途,长途,乙
嘗,尝,乙
抄,抄,乙
抄寫,抄写,乙
超,超,乙
超過,超过,乙
吵,吵,乙
車間,车间,乙
徹底,彻底,乙
沉默,沉默,乙
闖,闯,乙
襯衫,衬衫,乙
襯衣,衬衣,乙
稱,称,乙
稱讚,称赞,乙
趁,趁,乙
成長,成长,乙
成分,成分,乙
成功,成功,乙
成果,成果,乙
成就,成就,乙
成立,成立,乙
成熟,成熟,乙
成為,成为,乙
承認,承认,乙
誠懇,诚恳,乙
誠實,诚实,乙
乘,乘,乙
程度,程度,乙
吃驚,吃惊,乙
尺,尺,乙
翅膀,翅膀,乙
充分,充分,乙
充滿,充满,乙
充足,充足,乙
沖,冲,乙
蟲子,虫子,乙
崇高,崇高,乙
抽象,抽象,乙
愁,愁,乙
臭,臭,乙
出版,出版,乙
出口,出口,乙
出生,出生,乙
出席,出席,乙
出院,出院,乙
初,初,乙
初步,初步,乙
初級,初级,乙
除,除,乙
廚房,厨房,乙
處,处,乙
處分,处分,乙
處理,处理,乙
傳,传,乙
傳播,传播,乙
傳統,传统,乙
創,创,乙
創造,创造,乙
創作,创作,乙
春節,春节,乙
此,此,乙
此外,此外,乙
刺,刺,乙
從...出發,从...出发,乙
從不,从不,乙
從沒,从没,乙
從此,从此,乙
從而,从而,乙
從來,从来,乙
從事,从事,乙
聰明,聪明,乙
粗,粗,乙
促進,促进,乙
醋,醋,乙
催,催,乙
存,存,乙
存在,存在,乙
寸,寸,乙
措施,措施,乙
搭,搭,乙
達到,达到,乙
答,答,乙
答案,答案,乙
答卷,答卷,乙
答應,答应,乙
打扮,打扮,乙
打倒,打倒,乙
打擾,打扰,乙
打聽,打听,乙
打針,打针,乙
大膽,大胆,乙
大多數,大多数,乙
大會,大会,乙
大伙兒,大伙儿,乙
大街,大街,乙
大量,大量,乙
大陸,大陆,乙
大米,大米,乙
大批,大批,乙
大人,大人,乙
大使館,大使馆,乙
大小,大小,乙
大型,大型,乙
大衣,大衣,乙
大約,大约,乙
呆,呆,乙
呆,呆,乙
代,代,乙
代替,代替,乙
待,待,乙
袋,袋,乙
單,单,乙
單,单,乙
單詞,单词,乙
單調,单调,乙
單位,单位,乙
擔任,担任,乙
擔心,担心,乙
但,但,乙
彈,弹,乙
淡,淡,乙
蛋,蛋,乙
蛋糕,蛋糕,乙
當,当,乙
當...的時候,当...的时候,乙
當地,当地,乙
當年,当年,乙
當前,当前,乙
當時,当时,乙
當做,当做,乙
擋,挡,乙
黨,党,乙
黨員,党员,乙
刀子,刀子,乙
島,岛,乙
倒,倒,乙
倒是,倒是,乙
到處,到处,乙
到達,到达,乙
到底,到底,乙
到底,到底,乙
道,道,乙
道,道,乙
道德,道德,乙
道路,道路,乙
道歉,道歉,乙
德語,德语,乙
...的話...,...的话...,乙
的確,的确,乙
登,登,乙
登記,登记,乙
等,等,乙
等待,等待,乙
等於,等于,乙
低下,低下,乙
滴,滴,乙
敵人,敌人,乙
地帶,地带,乙
地點,地点,乙
地方,地方,乙
地面,地面,乙
地球,地球,乙
地區,地区,乙
地圖,地图,乙
地位,地位,乙
地下,地下,乙
位址,地址,乙
遞,递,乙
電報,电报,乙
電雪櫃,电冰箱,乙
電風扇,电风扇,乙
電視台,电视台,乙
電台,电台,乙
電梯,电梯,乙
電影院,电影院,乙
店,店,乙
吊,吊,乙
釣,钓,乙
調,调,乙
調查,调查,乙
調整,调整,乙
跌,跌,乙
頂,顶,乙
頂,顶,乙
訂,订,乙
定,定,乙
東北,东北,乙
東部,东部,乙
東方,东方,乙
東面,东面,乙
東南,东南,乙
懂得,懂得,乙
動人,动人,乙
動身,动身,乙
動手,动手,乙
動物園,动物园,乙
動員,动员,乙
動作,动作,乙
凍,冻,乙
洞,洞,乙
鬥爭,斗争,乙
豆腐,豆腐,乙
逗,逗,乙
讀書,读书,乙
讀者,读者,乙
獨立,独立,乙
堵,堵,乙
肚子,肚子,乙
度,度,乙
度過,度过,乙
渡,渡,乙
端,端,乙
短期,短期,乙
斷,断,乙
堆,堆,乙
隊,队,乙
隊長,队长,乙
隊伍,队伍,乙
對,对,乙
對比,对比,乙
對待,对待,乙
對方,对方,乙
對付,对付,乙
對話,对话,乙
對面,对面,乙
對象,对象,乙
對於,对于,乙
公頓,吨,乙
蹲,蹲,乙
多數,多数,乙
奪,夺,乙
朵,朵,乙
躲,躲,乙
鵝,鹅,乙
兒童,儿童,乙
而,而,乙
耳朵,耳朵,乙
發表,发表,乙
發出,发出,乙
發達,发达,乙
發動,发动,乙
發抖,发抖,乙
發揮,发挥,乙
發明,发明,乙
發言,发言,乙
發揚,发扬,乙
法郎,法郎,乙
法律,法律,乙
凡,凡,乙
繁榮,繁荣,乙
反動,反动,乙
反覆,反复,乙
反抗,反抗,乙
回應,反应,乙
反映,反映,乙
反正,反正,乙
犯,犯,乙
範圍,范围,乙
方,方,乙
方案,方案,乙
模式,方式,乙
方針,方针,乙
防,防,乙
防止,防止,乙
房子,房子,乙
彷彿,仿佛,乙
紡織,纺织,乙
放大,放大,乙
放棄,放弃,乙
放心,放心,乙
非...不可,非...不可,乙
肥,肥,乙
肺,肺,乙
費,费,乙
費,费,乙
費用,费用,乙
分別,分别,乙
分發,分配,乙
分析,分析,乙
吩咐,吩咐,乙
紛紛,纷纷,乙
粉筆,粉笔,乙
份,份,乙
奮鬥,奋斗,乙
憤怒,愤怒,乙
風景,风景,乙
風力,风力,乙
風俗,风俗,乙
封建,封建,乙
逢,逢,乙
否定,否定,乙
否則,否则,乙
扶,扶,乙
服從,服从,乙
浮,浮,乙
符合,符合,乙
幅,幅,乙
付,付,乙
婦女,妇女,乙
複述,复述,乙
複印,复印,乙
副,副,乙
副,副,乙
副食,副食,乙
富,富,乙
該,该,乙
改革,改革,乙
改進,改进,乙
改善,改善,乙
改造,改造,乙
改正,改正,乙
蓋,盖,乙
概括,概括,乙
概念,概念,乙
干,干,乙
乾杯,干杯,乙
乾脆,干脆,乙
干活兒,干活儿,乙
干嗎,干吗,乙
乾燥,干燥,乙
杆,杆,乙
肝,肝,乙
趕,赶,乙
趕緊,赶紧,乙
趕快,赶快,乙
感動,感动,乙
感激,感激,乙
感覺,感觉,乙
感情,感情,乙
感想,感想,乙
感興趣,感兴趣,乙
剛剛,刚刚,乙
鋼,钢,乙
港,港,乙
高碩,高大,乙
高度,高度,乙
高原,高原,乙
告,告,乙
告別,告别,乙
胳膊,胳膊,乙
割,割,乙
擱,搁,乙
革命,革命,乙
隔,隔,乙
隔壁,隔壁,乙
個別,个别,乙
個人,个人,乙
個體,个体,乙
個子,个子,乙
根本,根本,乙
根據,根据,乙
跟前,跟前,乙
更加,更加,乙
工程,工程,乙
工程師,工程师,乙
工夫,工夫,乙
